Id,Time,FaceConfidence,GazeConfidence,FaceThreshold,GazeThreshold,ImgPeriod
406019F54D9EFA30D8E595B635BE6CAF,2018.10.09-12.03.02,38.672508,10.793645,0.0,0.0,1.5
C52ECE524820181E21C938A11CEE20ED,2018.11.06-12.02.54,0.0,11.01853,0.0,0.0,1.5
CE24B4CD460C2FA1E468F38904E25385,2018.11.06-12.08.43,0.0,20.562019,0.0,0.0,1.5
D2EF9AE543D9113FB30F8CA65E311138,2018.11.06-12.54.50,0.0,5.16513,0.0,0.0,1.5
